,음식,label,구간
734,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '콩나물찜')",917,28
735,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '훈제닭가슴살')",919,15
736,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '계란프라이')",903,8
737,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '계란찜')",902,29
738,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '계란햄말이')",904,17
739,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '쇠고기장조림')",910,16
740,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '콩나물무침')",996,1
741,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '고사리나물')",985,1
742,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '버섯볶음')",989,3
743,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '진미채볶음')",994,8
744,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '낚지볶음')",988,18
745,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '김치참치볶음')",987,1
746,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '갈치구이')",980,19
747,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '조기구이')",993,3
748,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '잔멸치볶음')",992,1
749,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '감자채볶음')",981,2
750,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '애호박볶음')",991,3
751,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '골뱅이무침')",986,4
752,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '홍합무침')",998,4
753,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '코다리찜')",995,8
754,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '콩나물찜')",997,20
755,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '훈제닭가슴살')",999,6
756,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '계란프라이')",983,2
757,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '계란찜')",982,21
758,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '계란햄말이')",984,8
759,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '쇠고기장조림')",990,7
760,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '콩나물무침')",1056,1
761,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '고사리나물')",1045,1
762,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '버섯볶음')",1049,4
763,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '진미채볶음')",1054,11
764,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '낚지볶음')",1048,20
765,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '김치참치볶음')",1047,1
766,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '갈치구이')",1040,21
767,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '조기구이')",1053,4
768,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '잔멸치볶음')",1052,2
769,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '감자채볶음')",1041,3
770,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '애호박볶음')",1051,3
771,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '골뱅이무침')",1046,5
772,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '홍합무침')",1058,5
773,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '코다리찜')",1055,11
774,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '콩나물찜')",1057,22
775,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '훈제닭가슴살')",1059,8
776,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '계란프라이')",1043,3
777,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '계란찜')",1042,23
778,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '계란햄말이')",1044,11
779,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '쇠고기장조림')",1050,9
780,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '콩나물무침')",976,1
781,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '고사리나물')",965,1
782,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '버섯볶음')",969,1
783,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '진미채볶음')",974,4
784,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '낚지볶음')",968,13
785,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '김치참치볶음')",967,1
786,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '갈치구이')",960,14
787,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '조기구이')",973,1
788,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '잔멸치볶음')",972,1
789,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '감자채볶음')",961,1
790,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '애호박볶음')",971,1
791,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '골뱅이무침')",966,2
792,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '홍합무침')",978,2
793,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '코다리찜')",975,4
794,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '콩나물찜')",977,15
795,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '훈제닭가슴살')",979,3
796,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '계란프라이')",963,1
797,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '계란찜')",962,15
798,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '계란햄말이')",964,4
799,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '쇠고기장조림')",970,4
800,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '콩나물무침')",1096,1
801,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '고사리나물')",1085,1
802,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '버섯볶음')",1089,2
803,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '진미채볶음')",1094,6
804,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '낚지볶음')",1088,15
805,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '김치참치볶음')",1087,1
806,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '갈치구이')",1080,16
807,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '조기구이')",1093,2
808,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '잔멸치볶음')",1092,1
809,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '감자채볶음')",1081,1
810,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '애호박볶음')",1091,2
811,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '골뱅이무침')",1086,3
812,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '홍합무침')",1098,3
813,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '코다리찜')",1095,6
814,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '콩나물찜')",1097,17
815,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '훈제닭가슴살')",1099,4
816,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '계란프라이')",1083,2
817,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '계란찜')",1082,18
818,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '계란햄말이')",1084,6
819,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '쇠고기장조림')",1090,5
820,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '콩나물무침')",956,1
821,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '고사리나물')",945,1
822,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '버섯볶음')",949,2
823,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '진미채볶음')",954,5
824,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '낚지볶음')",948,13
825,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '김치참치볶음')",947,1
826,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '갈치구이')",940,14
827,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '조기구이')",953,1
828,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '잔멸치볶음')",952,1
829,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '감자채볶음')",941,1
830,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '애호박볶음')",951,1
831,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '골뱅이무침')",946,2
832,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '홍합무침')",958,2
833,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '코다리찜')",955,5
834,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '콩나물찜')",957,15
835,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '훈제닭가슴살')",959,3
836,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '계란프라이')",943,1
837,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '계란찜')",942,16
838,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '계란햄말이')",944,5
839,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '쇠고기장조림')",950,4
840,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '콩나물무침')",936,1
841,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '고사리나물')",925,1
842,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '버섯볶음')",929,5
843,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '진미채볶음')",934,13
844,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '낚지볶음')",928,22
845,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '김치참치볶음')",927,1
846,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '갈치구이')",920,23
847,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '조기구이')",933,5
848,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '잔멸치볶음')",932,3
849,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '감자채볶음')",921,4
850,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '애호박볶음')",931,4
851,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '골뱅이무침')",926,7
852,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '홍합무침')",938,6
853,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '코다리찜')",935,13
854,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '콩나물찜')",937,24
855,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '훈제닭가슴살')",939,10
856,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '계란프라이')",923,4
857,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '계란찜')",922,25
858,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '계란햄말이')",924,13
859,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '쇠고기장조림')",930,11
860,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '콩나물무침')",1076,1
861,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '고사리나물')",1065,1
862,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '버섯볶음')",1069,2
863,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '진미채볶음')",1074,6
864,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '낚지볶음')",1068,15
865,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '김치참치볶음')",1067,1
866,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '갈치구이')",1060,16
867,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '조기구이')",1073,2
868,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '잔멸치볶음')",1072,1
869,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '감자채볶음')",1061,1
870,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '애호박볶음')",1071,2
871,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '골뱅이무침')",1066,3
872,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '홍합무침')",1078,3
873,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '코다리찜')",1075,5
874,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '콩나물찜')",1077,17
875,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '훈제닭가슴살')",1079,4
876,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '계란프라이')",1063,2
877,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '계란찜')",1062,18
878,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '계란햄말이')",1064,5
879,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '쇠고기장조림')",1070,5
880,"('귀리밥(반공기)', '쇠고기국', '콩나물무침')",1236,4
881,"('귀리밥(반공기)', '쇠고기국', '고사리나물')",1225,6
882,"('귀리밥(반공기)', '쇠고기국', '버섯볶음')",1229,15
883,"('귀리밥(반공기)', '쇠고기국', '진미채볶음')",1234,23
884,"('귀리밥(반공기)', '쇠고기국', '낚지볶음')",1228,30
885,"('귀리밥(반공기)', '쇠고기국', '김치참치볶음')",1227,6
886,"('귀리밥(반공기)', '쇠고기국', '갈치구이')",1220,31
887,"('귀리밥(반공기)', '쇠고기국', '조기구이')",1233,15
888,"('귀리밥(반공기)', '쇠고기국', '잔멸치볶음')",1232,9
889,"('귀리밥(반공기)', '쇠고기국', '감자채볶음')",1221,12
890,"('귀리밥(반공기)', '쇠고기국', '애호박볶음')",1231,14
891,"('귀리밥(반공기)', '쇠고기국', '골뱅이무침')",1226,17
892,"('귀리밥(반공기)', '쇠고기국', '홍합무침')",1238,17
893,"('귀리밥(반공기)', '쇠고기국', '코다리찜')",1235,23
894,"('귀리밥(반공기)', '쇠고기국', '콩나물찜')",1237,31
895,"('귀리밥(반공기)', '쇠고기국', '훈제닭가슴살')",1239,21
896,"('귀리밥(반공기)', '쇠고기국', '계란프라이')",1223,13
897,"('귀리밥(반공기)', '쇠고기국', '계란찜')",1222,32
898,"('귀리밥(반공기)', '쇠고기국', '계란햄말이')",1224,23
899,"('귀리밥(반공기)', '쇠고기국', '쇠고기장조림')",1230,22
900,"('귀리밥(반공기)', '시래기국', '콩나물무침')",1256,2
901,"('귀리밥(반공기)', '시래기국', '고사리나물')",1245,3
902,"('귀리밥(반공기)', '시래기국', '버섯볶음')",1249,10
903,"('귀리밥(반공기)', '시래기국', '진미채볶음')",1254,18
904,"('귀리밥(반공기)', '시래기국', '낚지볶음')",1248,27
905,"('귀리밥(반공기)', '시래기국', '김치참치볶음')",1247,3
906,"('귀리밥(반공기)', '시래기국', '갈치구이')",1240,28
907,"('귀리밥(반공기)', '시래기국', '조기구이')",1253,10
908,"('귀리밥(반공기)', '시래기국', '잔멸치볶음')",1252,5
909,"('귀리밥(반공기)', '시래기국', '감자채볶음')",1241,7
910,"('귀리밥(반공기)', '시래기국', '애호박볶음')",1251,9
911,"('귀리밥(반공기)', '시래기국', '골뱅이무침')",1246,12
912,"('귀리밥(반공기)', '시래기국', '홍합무침')",1258,12
913,"('귀리밥(반공기)', '시래기국', '코다리찜')",1255,18
914,"('귀리밥(반공기)', '시래기국', '콩나물찜')",1257,29
915,"('귀리밥(반공기)', '시래기국', '훈제닭가슴살')",1259,16
916,"('귀리밥(반공기)', '시래기국', '계란프라이')",1243,8
917,"('귀리밥(반공기)', '시래기국', '계란찜')",1242,29
918,"('귀리밥(반공기)', '시래기국', '계란햄말이')",1244,18
919,"('귀리밥(반공기)', '시래기국', '쇠고기장조림')",1250,17
920,"('귀리밥(반공기)', '감자맑은국', '콩나물무침')",1116,4
921,"('귀리밥(반공기)', '감자맑은국', '고사리나물')",1105,5
922,"('귀리밥(반공기)', '감자맑은국', '버섯볶음')",1109,15
923,"('귀리밥(반공기)', '감자맑은국', '진미채볶음')",1114,23
924,"('귀리밥(반공기)', '감자맑은국', '낚지볶음')",1108,30
925,"('귀리밥(반공기)', '감자맑은국', '김치참치볶음')",1107,5
926,"('귀리밥(반공기)', '감자맑은국', '갈치구이')",1100,31
927,"('귀리밥(반공기)', '감자맑은국', '조기구이')",1113,14
928,"('귀리밥(반공기)', '감자맑은국', '잔멸치볶음')",1112,9
929,"('귀리밥(반공기)', '감자맑은국', '감자채볶음')",1101,12
930,"('귀리밥(반공기)', '감자맑은국', '애호박볶음')",1111,13
931,"('귀리밥(반공기)', '감자맑은국', '골뱅이무침')",1106,17
932,"('귀리밥(반공기)', '감자맑은국', '홍합무침')",1118,16
933,"('귀리밥(반공기)', '감자맑은국', '코다리찜')",1115,23
934,"('귀리밥(반공기)', '감자맑은국', '콩나물찜')",1117,31
935,"('귀리밥(반공기)', '감자맑은국', '훈제닭가슴살')",1119,20
936,"('귀리밥(반공기)', '감자맑은국', '계란프라이')",1103,13
937,"('귀리밥(반공기)', '감자맑은국', '계란찜')",1102,31
938,"('귀리밥(반공기)', '감자맑은국', '계란햄말이')",1104,23
939,"('귀리밥(반공기)', '감자맑은국', '쇠고기장조림')",1110,22
940,"('귀리밥(반공기)', '감자수제비국', '콩나물무침')",1136,10
941,"('귀리밥(반공기)', '감자수제비국', '고사리나물')",1125,12
942,"('귀리밥(반공기)', '감자수제비국', '버섯볶음')",1129,22
943,"('귀리밥(반공기)', '감자수제비국', '진미채볶음')",1134,29
944,"('귀리밥(반공기)', '감자수제비국', '낚지볶음')",1128,34
945,"('귀리밥(반공기)', '감자수제비국', '김치참치볶음')",1127,12
946,"('귀리밥(반공기)', '감자수제비국', '갈치구이')",1120,34
947,"('귀리밥(반공기)', '감자수제비국', '조기구이')",1133,21
948,"('귀리밥(반공기)', '감자수제비국', '잔멸치볶음')",1132,16
949,"('귀리밥(반공기)', '감자수제비국', '감자채볶음')",1121,19
950,"('귀리밥(반공기)', '감자수제비국', '애호박볶음')",1131,20
951,"('귀리밥(반공기)', '감자수제비국', '골뱅이무침')",1126,24
952,"('귀리밥(반공기)', '감자수제비국', '홍합무침')",1138,23
953,"('귀리밥(반공기)', '감자수제비국', '코다리찜')",1135,29
954,"('귀리밥(반공기)', '감자수제비국', '콩나물찜')",1137,34
955,"('귀리밥(반공기)', '감자수제비국', '훈제닭가슴살')",1139,27
956,"('귀리밥(반공기)', '감자수제비국', '계란프라이')",1123,20
957,"('귀리밥(반공기)', '감자수제비국', '계란찜')",1122,34
958,"('귀리밥(반공기)', '감자수제비국', '계란햄말이')",1124,29
959,"('귀리밥(반공기)', '감자수제비국', '쇠고기장조림')",1130,28
960,"('귀리밥(반공기)', '바지락국', '콩나물무침')",1216,3
961,"('귀리밥(반공기)', '바지락국', '고사리나물')",1205,4
962,"('귀리밥(반공기)', '바지락국', '버섯볶음')",1209,13
963,"('귀리밥(반공기)', '바지락국', '진미채볶음')",1214,21
964,"('귀리밥(반공기)', '바지락국', '낚지볶음')",1208,29
965,"('귀리밥(반공기)', '바지락국', '김치참치볶음')",1207,4
966,"('귀리밥(반공기)', '바지락국', '갈치구이')",1200,29
967,"('귀리밥(반공기)', '바지락국', '조기구이')",1213,12
968,"('귀리밥(반공기)', '바지락국', '잔멸치볶음')",1212,7
969,"('귀리밥(반공기)', '바지락국', '감자채볶음')",1201,10
970,"('귀리밥(반공기)', '바지락국', '애호박볶음')",1211,11
971,"('귀리밥(반공기)', '바지락국', '골뱅이무침')",1206,15
972,"('귀리밥(반공기)', '바지락국', '홍합무침')",1218,14
973,"('귀리밥(반공기)', '바지락국', '코다리찜')",1215,21
974,"('귀리밥(반공기)', '바지락국', '콩나물찜')",1217,30
975,"('귀리밥(반공기)', '바지락국', '훈제닭가슴살')",1219,18
976,"('귀리밥(반공기)', '바지락국', '계란프라이')",1203,11
977,"('귀리밥(반공기)', '바지락국', '계란찜')",1202,30
978,"('귀리밥(반공기)', '바지락국', '계란햄말이')",1204,21
979,"('귀리밥(반공기)', '바지락국', '쇠고기장조림')",1210,19
980,"('귀리밥(반공기)', '오징어국', '콩나물무침')",1276,4
981,"('귀리밥(반공기)', '오징어국', '고사리나물')",1265,5
982,"('귀리밥(반공기)', '오징어국', '버섯볶음')",1269,15
983,"('귀리밥(반공기)', '오징어국', '진미채볶음')",1274,23
984,"('귀리밥(반공기)', '오징어국', '낚지볶음')",1268,30
985,"('귀리밥(반공기)', '오징어국', '김치참치볶음')",1267,6
986,"('귀리밥(반공기)', '오징어국', '갈치구이')",1260,31
987,"('귀리밥(반공기)', '오징어국', '조기구이')",1273,15
988,"('귀리밥(반공기)', '오징어국', '잔멸치볶음')",1272,9
989,"('귀리밥(반공기)', '오징어국', '감자채볶음')",1261,12
990,"('귀리밥(반공기)', '오징어국', '애호박볶음')",1271,13
991,"('귀리밥(반공기)', '오징어국', '골뱅이무침')",1266,17
992,"('귀리밥(반공기)', '오징어국', '홍합무침')",1278,17
993,"('귀리밥(반공기)', '오징어국', '코다리찜')",1275,23
994,"('귀리밥(반공기)', '오징어국', '콩나물찜')",1277,31
995,"('귀리밥(반공기)', '오징어국', '훈제닭가슴살')",1279,20
996,"('귀리밥(반공기)', '오징어국', '계란프라이')",1263,13
997,"('귀리밥(반공기)', '오징어국', '계란찜')",1262,31
998,"('귀리밥(반공기)', '오징어국', '계란햄말이')",1264,23
999,"('귀리밥(반공기)', '오징어국', '쇠고기장조림')",1270,22
1000,"('귀리밥(반공기)', '모시조개국', '콩나물무침')",1196,1
1001,"('귀리밥(반공기)', '모시조개국', '고사리나물')",1185,2
1002,"('귀리밥(반공기)', '모시조개국', '버섯볶음')",1189,7
1003,"('귀리밥(반공기)', '모시조개국', '진미채볶음')",1194,15
1004,"('귀리밥(반공기)', '모시조개국', '낚지볶음')",1188,25
1005,"('귀리밥(반공기)', '모시조개국', '김치참치볶음')",1187,2
1006,"('귀리밥(반공기)', '모시조개국', '갈치구이')",1180,26
1007,"('귀리밥(반공기)', '모시조개국', '조기구이')",1193,7
1008,"('귀리밥(반공기)', '모시조개국', '잔멸치볶음')",1192,3
1009,"('귀리밥(반공기)', '모시조개국', '감자채볶음')",1181,5
1010,"('귀리밥(반공기)', '모시조개국', '애호박볶음')",1191,6
1011,"('귀리밥(반공기)', '모시조개국', '골뱅이무침')",1186,9
1012,"('귀리밥(반공기)', '모시조개국', '홍합무침')",1198,9
1013,"('귀리밥(반공기)', '모시조개국', '코다리찜')",1195,15
1014,"('귀리밥(반공기)', '모시조개국', '콩나물찜')",1197,27
1015,"('귀리밥(반공기)', '모시조개국', '훈제닭가슴살')",1199,13
1016,"('귀리밥(반공기)', '모시조개국', '계란프라이')",1183,5
1017,"('귀리밥(반공기)', '모시조개국', '계란찜')",1182,27
1018,"('귀리밥(반공기)', '모시조개국', '계란햄말이')",1184,15
1019,"('귀리밥(반공기)', '모시조개국', '쇠고기장조림')",1190,14
1020,"('귀리밥(반공기)', '홍합우거지국', '콩나물무침')",1316,2
1021,"('귀리밥(반공기)', '홍합우거지국', '고사리나물')",1305,3
1022,"('귀리밥(반공기)', '홍합우거지국', '버섯볶음')",1309,10
1023,"('귀리밥(반공기)', '홍합우거지국', '진미채볶음')",1314,18
1024,"('귀리밥(반공기)', '홍합우거지국', '낚지볶음')",1308,27
1025,"('귀리밥(반공기)', '홍합우거지국', '김치참치볶음')",1307,3
1026,"('귀리밥(반공기)', '홍합우거지국', '갈치구이')",1300,28
1027,"('귀리밥(반공기)', '홍합우거지국', '조기구이')",1313,10
1028,"('귀리밥(반공기)', '홍합우거지국', '잔멸치볶음')",1312,5
1029,"('귀리밥(반공기)', '홍합우거지국', '감자채볶음')",1301,7
1030,"('귀리밥(반공기)', '홍합우거지국', '애호박볶음')",1311,8
1031,"('귀리밥(반공기)', '홍합우거지국', '골뱅이무침')",1306,12
1032,"('귀리밥(반공기)', '홍합우거지국', '홍합무침')",1318,12
1033,"('귀리밥(반공기)', '홍합우거지국', '코다리찜')",1315,18
1034,"('귀리밥(반공기)', '홍합우거지국', '콩나물찜')",1317,29
1035,"('귀리밥(반공기)', '홍합우거지국', '훈제닭가슴살')",1319,15
1036,"('귀리밥(반공기)', '홍합우거지국', '계란프라이')",1303,8
1037,"('귀리밥(반공기)', '홍합우거지국', '계란찜')",1302,29
1038,"('귀리밥(반공기)', '홍합우거지국', '계란햄말이')",1304,18
1039,"('귀리밥(반공기)', '홍합우거지국', '쇠고기장조림')",1310,17
1040,"('귀리밥(반공기)', '김치콩나물국', '콩나물무침')",1176,2
1041,"('귀리밥(반공기)', '김치콩나물국', '고사리나물')",1165,2
1042,"('귀리밥(반공기)', '김치콩나물국', '버섯볶음')",1169,8
1043,"('귀리밥(반공기)', '김치콩나물국', '진미채볶음')",1174,16
1044,"('귀리밥(반공기)', '김치콩나물국', '낚지볶음')",1168,26
1045,"('귀리밥(반공기)', '김치콩나물국', '김치참치볶음')",1167,3
1046,"('귀리밥(반공기)', '김치콩나물국', '갈치구이')",1160,27
1047,"('귀리밥(반공기)', '김치콩나물국', '조기구이')",1173,8
1048,"('귀리밥(반공기)', '김치콩나물국', '잔멸치볶음')",1172,4
1049,"('귀리밥(반공기)', '김치콩나물국', '감자채볶음')",1161,5
1050,"('귀리밥(반공기)', '김치콩나물국', '애호박볶음')",1171,6
1051,"('귀리밥(반공기)', '김치콩나물국', '골뱅이무침')",1166,10
1052,"('귀리밥(반공기)', '김치콩나물국', '홍합무침')",1178,10
1053,"('귀리밥(반공기)', '김치콩나물국', '코다리찜')",1175,16
1054,"('귀리밥(반공기)', '김치콩나물국', '콩나물찜')",1177,27
1055,"('귀리밥(반공기)', '김치콩나물국', '훈제닭가슴살')",1179,13
1056,"('귀리밥(반공기)', '김치콩나물국', '계란프라이')",1163,6
1057,"('귀리밥(반공기)', '김치콩나물국', '계란찜')",1162,28
1058,"('귀리밥(반공기)', '김치콩나물국', '계란햄말이')",1164,16
1059,"('귀리밥(반공기)', '김치콩나물국', '쇠고기장조림')",1170,15
1060,"('귀리밥(반공기)', '김치수제비국', '콩나물무침')",1156,5
1061,"('귀리밥(반공기)', '김치수제비국', '고사리나물')",1145,7
1062,"('귀리밥(반공기)', '김치수제비국', '버섯볶음')",1149,17
1063,"('귀리밥(반공기)', '김치수제비국', '진미채볶음')",1154,25
1064,"('귀리밥(반공기)', '김치수제비국', '낚지볶음')",1148,31
1065,"('귀리밥(반공기)', '김치수제비국', '김치참치볶음')",1147,8
1066,"('귀리밥(반공기)', '김치수제비국', '갈치구이')",1140,32
1067,"('귀리밥(반공기)', '김치수제비국', '조기구이')",1153,17
1068,"('귀리밥(반공기)', '김치수제비국', '잔멸치볶음')",1152,11
1069,"('귀리밥(반공기)', '김치수제비국', '감자채볶음')",1141,14
1070,"('귀리밥(반공기)', '김치수제비국', '애호박볶음')",1151,15
1071,"('귀리밥(반공기)', '김치수제비국', '골뱅이무침')",1146,19
1072,"('귀리밥(반공기)', '김치수제비국', '홍합무침')",1158,19
1073,"('귀리밥(반공기)', '김치수제비국', '코다리찜')",1155,25
