,음식,label,구간
376,"('도토리묵밥(반공기)', '홍합우거지국', '계란프라이')",1523,14
377,"('도토리묵밥(반공기)', '홍합우거지국', '계란찜')",1522,32
378,"('도토리묵밥(반공기)', '홍합우거지국', '계란햄말이')",1524,23
379,"('도토리묵밥(반공기)', '홍합우거지국', '쇠고기장조림')",1530,22
380,"('도토리묵밥(반공기)', '김치콩나물국', '콩나물무침')",1396,3
381,"('도토리묵밥(반공기)', '김치콩나물국', '고사리나물')",1385,5
382,"('도토리묵밥(반공기)', '김치콩나물국', '버섯볶음')",1389,13
383,"('도토리묵밥(반공기)', '김치콩나물국', '진미채볶음')",1394,22
384,"('도토리묵밥(반공기)', '김치콩나물국', '낚지볶음')",1388,29
385,"('도토리묵밥(반공기)', '김치콩나물국', '김치참치볶음')",1387,5
386,"('도토리묵밥(반공기)', '김치콩나물국', '갈치구이')",1380,30
387,"('도토리묵밥(반공기)', '김치콩나물국', '조기구이')",1393,13
388,"('도토리묵밥(반공기)', '김치콩나물국', '잔멸치볶음')",1392,7
389,"('도토리묵밥(반공기)', '김치콩나물국', '감자채볶음')",1381,11
390,"('도토리묵밥(반공기)', '김치콩나물국', '애호박볶음')",1391,12
391,"('도토리묵밥(반공기)', '김치콩나물국', '골뱅이무침')",1386,16
392,"('도토리묵밥(반공기)', '김치콩나물국', '홍합무침')",1398,15
393,"('도토리묵밥(반공기)', '김치콩나물국', '코다리찜')",1395,21
394,"('도토리묵밥(반공기)', '김치콩나물국', '콩나물찜')",1397,30
395,"('도토리묵밥(반공기)', '김치콩나물국', '훈제닭가슴살')",1399,19
396,"('도토리묵밥(반공기)', '김치콩나물국', '계란프라이')",1383,12
397,"('도토리묵밥(반공기)', '김치콩나물국', '계란찜')",1382,31
398,"('도토리묵밥(반공기)', '김치콩나물국', '계란햄말이')",1384,21
399,"('도토리묵밥(반공기)', '김치콩나물국', '쇠고기장조림')",1390,20
400,"('도토리묵밥(반공기)', '김치수제비국', '콩나물무침')",1376,10
401,"('도토리묵밥(반공기)', '김치수제비국', '고사리나물')",1365,13
402,"('도토리묵밥(반공기)', '김치수제비국', '버섯볶음')",1369,22
403,"('도토리묵밥(반공기)', '김치수제비국', '진미채볶음')",1374,29
404,"('도토리묵밥(반공기)', '김치수제비국', '낚지볶음')",1368,34
405,"('도토리묵밥(반공기)', '김치수제비국', '김치참치볶음')",1367,13
406,"('도토리묵밥(반공기)', '김치수제비국', '갈치구이')",1360,34
407,"('도토리묵밥(반공기)', '김치수제비국', '조기구이')",1373,22
408,"('도토리묵밥(반공기)', '김치수제비국', '잔멸치볶음')",1372,16
409,"('도토리묵밥(반공기)', '김치수제비국', '감자채볶음')",1361,20
410,"('도토리묵밥(반공기)', '김치수제비국', '애호박볶음')",1371,21
411,"('도토리묵밥(반공기)', '김치수제비국', '골뱅이무침')",1366,25
412,"('도토리묵밥(반공기)', '김치수제비국', '홍합무침')",1378,24
413,"('도토리묵밥(반공기)', '김치수제비국', '코다리찜')",1375,29
414,"('도토리묵밥(반공기)', '김치수제비국', '콩나물찜')",1377,34
415,"('도토리묵밥(반공기)', '김치수제비국', '훈제닭가슴살')",1379,27
416,"('도토리묵밥(반공기)', '김치수제비국', '계란프라이')",1363,21
417,"('도토리묵밥(반공기)', '김치수제비국', '계란찜')",1362,35
418,"('도토리묵밥(반공기)', '김치수제비국', '계란햄말이')",1364,29
419,"('도토리묵밥(반공기)', '김치수제비국', '쇠고기장조림')",1370,28
420,"('도토리묵밥(반공기)', '우거지국', '콩나물무침')",1516,4
421,"('도토리묵밥(반공기)', '우거지국', '고사리나물')",1505,6
422,"('도토리묵밥(반공기)', '우거지국', '버섯볶음')",1509,15
423,"('도토리묵밥(반공기)', '우거지국', '진미채볶음')",1514,23
424,"('도토리묵밥(반공기)', '우거지국', '낚지볶음')",1508,30
425,"('도토리묵밥(반공기)', '우거지국', '김치참치볶음')",1507,6
426,"('도토리묵밥(반공기)', '우거지국', '갈치구이')",1500,31
427,"('도토리묵밥(반공기)', '우거지국', '조기구이')",1513,15
428,"('도토리묵밥(반공기)', '우거지국', '잔멸치볶음')",1512,9
429,"('도토리묵밥(반공기)', '우거지국', '감자채볶음')",1501,12
430,"('도토리묵밥(반공기)', '우거지국', '애호박볶음')",1511,14
431,"('도토리묵밥(반공기)', '우거지국', '골뱅이무침')",1506,17
432,"('도토리묵밥(반공기)', '우거지국', '홍합무침')",1518,17
433,"('도토리묵밥(반공기)', '우거지국', '코다리찜')",1515,23
434,"('도토리묵밥(반공기)', '우거지국', '콩나물찜')",1517,31
435,"('도토리묵밥(반공기)', '우거지국', '훈제닭가슴살')",1519,21
436,"('도토리묵밥(반공기)', '우거지국', '계란프라이')",1503,13
437,"('도토리묵밥(반공기)', '우거지국', '계란찜')",1502,32
438,"('도토리묵밥(반공기)', '우거지국', '계란햄말이')",1504,23
439,"('도토리묵밥(반공기)', '우거지국', '쇠고기장조림')",1510,22
440,"('곤드레밥(반공기)', '쇠고기국', '콩나물무침')",796,11
441,"('곤드레밥(반공기)', '쇠고기국', '고사리나물')",785,13
442,"('곤드레밥(반공기)', '쇠고기국', '버섯볶음')",789,23
443,"('곤드레밥(반공기)', '쇠고기국', '진미채볶음')",794,29
444,"('곤드레밥(반공기)', '쇠고기국', '낚지볶음')",788,34
445,"('곤드레밥(반공기)', '쇠고기국', '김치참치볶음')",787,13
446,"('곤드레밥(반공기)', '쇠고기국', '갈치구이')",780,34
447,"('곤드레밥(반공기)', '쇠고기국', '조기구이')",793,22
448,"('곤드레밥(반공기)', '쇠고기국', '잔멸치볶음')",792,17
449,"('곤드레밥(반공기)', '쇠고기국', '감자채볶음')",781,20
450,"('곤드레밥(반공기)', '쇠고기국', '애호박볶음')",791,21
451,"('곤드레밥(반공기)', '쇠고기국', '골뱅이무침')",786,25
452,"('곤드레밥(반공기)', '쇠고기국', '홍합무침')",798,24
453,"('곤드레밥(반공기)', '쇠고기국', '코다리찜')",795,29
454,"('곤드레밥(반공기)', '쇠고기국', '콩나물찜')",797,34
455,"('곤드레밥(반공기)', '쇠고기국', '훈제닭가슴살')",799,27
456,"('곤드레밥(반공기)', '쇠고기국', '계란프라이')",783,21
457,"('곤드레밥(반공기)', '쇠고기국', '계란찜')",782,35
458,"('곤드레밥(반공기)', '쇠고기국', '계란햄말이')",784,29
459,"('곤드레밥(반공기)', '쇠고기국', '쇠고기장조림')",790,28
460,"('곤드레밥(반공기)', '시래기국', '콩나물무침')",816,6
461,"('곤드레밥(반공기)', '시래기국', '고사리나물')",805,8
462,"('곤드레밥(반공기)', '시래기국', '버섯볶음')",809,18
463,"('곤드레밥(반공기)', '시래기국', '진미채볶음')",814,26
464,"('곤드레밥(반공기)', '시래기국', '낚지볶음')",808,31
465,"('곤드레밥(반공기)', '시래기국', '김치참치볶음')",807,8
466,"('곤드레밥(반공기)', '시래기국', '갈치구이')",800,32
467,"('곤드레밥(반공기)', '시래기국', '조기구이')",813,17
468,"('곤드레밥(반공기)', '시래기국', '잔멸치볶음')",812,12
469,"('곤드레밥(반공기)', '시래기국', '감자채볶음')",801,15
470,"('곤드레밥(반공기)', '시래기국', '애호박볶음')",811,16
471,"('곤드레밥(반공기)', '시래기국', '골뱅이무침')",806,20
472,"('곤드레밥(반공기)', '시래기국', '홍합무침')",818,19
473,"('곤드레밥(반공기)', '시래기국', '코다리찜')",815,26
474,"('곤드레밥(반공기)', '시래기국', '콩나물찜')",817,32
475,"('곤드레밥(반공기)', '시래기국', '훈제닭가슴살')",819,23
476,"('곤드레밥(반공기)', '시래기국', '계란프라이')",803,16
477,"('곤드레밥(반공기)', '시래기국', '계란찜')",802,33
478,"('곤드레밥(반공기)', '시래기국', '계란햄말이')",804,26
479,"('곤드레밥(반공기)', '시래기국', '쇠고기장조림')",810,24
480,"('곤드레밥(반공기)', '감자맑은국', '콩나물무침')",676,10
481,"('곤드레밥(반공기)', '감자맑은국', '고사리나물')",665,13
482,"('곤드레밥(반공기)', '감자맑은국', '버섯볶음')",669,22
483,"('곤드레밥(반공기)', '감자맑은국', '진미채볶음')",674,29
484,"('곤드레밥(반공기)', '감자맑은국', '낚지볶음')",668,34
485,"('곤드레밥(반공기)', '감자맑은국', '김치참치볶음')",667,13
486,"('곤드레밥(반공기)', '감자맑은국', '갈치구이')",660,34
487,"('곤드레밥(반공기)', '감자맑은국', '조기구이')",673,22
488,"('곤드레밥(반공기)', '감자맑은국', '잔멸치볶음')",672,16
489,"('곤드레밥(반공기)', '감자맑은국', '감자채볶음')",661,19
490,"('곤드레밥(반공기)', '감자맑은국', '애호박볶음')",671,21
491,"('곤드레밥(반공기)', '감자맑은국', '골뱅이무침')",666,24
492,"('곤드레밥(반공기)', '감자맑은국', '홍합무침')",678,24
493,"('곤드레밥(반공기)', '감자맑은국', '코다리찜')",675,29
494,"('곤드레밥(반공기)', '감자맑은국', '콩나물찜')",677,34
495,"('곤드레밥(반공기)', '감자맑은국', '훈제닭가슴살')",679,27
496,"('곤드레밥(반공기)', '감자맑은국', '계란프라이')",663,20
497,"('곤드레밥(반공기)', '감자맑은국', '계란찜')",662,35
498,"('곤드레밥(반공기)', '감자맑은국', '계란햄말이')",664,29
499,"('곤드레밥(반공기)', '감자맑은국', '쇠고기장조림')",670,28
500,"('곤드레밥(반공기)', '감자수제비국', '콩나물무침')",696,17
501,"('곤드레밥(반공기)', '감자수제비국', '고사리나물')",685,20
502,"('곤드레밥(반공기)', '감자수제비국', '버섯볶음')",689,28
503,"('곤드레밥(반공기)', '감자수제비국', '진미채볶음')",694,32
504,"('곤드레밥(반공기)', '감자수제비국', '낚지볶음')",688,35
505,"('곤드레밥(반공기)', '감자수제비국', '김치참치볶음')",687,20
506,"('곤드레밥(반공기)', '감자수제비국', '갈치구이')",680,35
507,"('곤드레밥(반공기)', '감자수제비국', '조기구이')",693,28
508,"('곤드레밥(반공기)', '감자수제비국', '잔멸치볶음')",692,23
509,"('곤드레밥(반공기)', '감자수제비국', '감자채볶음')",681,26
510,"('곤드레밥(반공기)', '감자수제비국', '애호박볶음')",691,27
511,"('곤드레밥(반공기)', '감자수제비국', '골뱅이무침')",686,29
512,"('곤드레밥(반공기)', '감자수제비국', '홍합무침')",698,29
513,"('곤드레밥(반공기)', '감자수제비국', '코다리찜')",695,32
514,"('곤드레밥(반공기)', '감자수제비국', '콩나물찜')",697,35
515,"('곤드레밥(반공기)', '감자수제비국', '훈제닭가슴살')",699,31
516,"('곤드레밥(반공기)', '감자수제비국', '계란프라이')",683,27
517,"('곤드레밥(반공기)', '감자수제비국', '계란찜')",682,35
518,"('곤드레밥(반공기)', '감자수제비국', '계란햄말이')",684,32
519,"('곤드레밥(반공기)', '감자수제비국', '쇠고기장조림')",690,32
520,"('곤드레밥(반공기)', '바지락국', '콩나물무침')",776,8
521,"('곤드레밥(반공기)', '바지락국', '고사리나물')",765,10
522,"('곤드레밥(반공기)', '바지락국', '버섯볶음')",769,20
523,"('곤드레밥(반공기)', '바지락국', '진미채볶음')",774,28
524,"('곤드레밥(반공기)', '바지락국', '낚지볶음')",768,33
525,"('곤드레밥(반공기)', '바지락국', '김치참치볶음')",767,11
526,"('곤드레밥(반공기)', '바지락국', '갈치구이')",760,33
527,"('곤드레밥(반공기)', '바지락국', '조기구이')",773,20
528,"('곤드레밥(반공기)', '바지락국', '잔멸치볶음')",772,14
529,"('곤드레밥(반공기)', '바지락국', '감자채볶음')",761,17
530,"('곤드레밥(반공기)', '바지락국', '애호박볶음')",771,18
531,"('곤드레밥(반공기)', '바지락국', '골뱅이무침')",766,22
532,"('곤드레밥(반공기)', '바지락국', '홍합무침')",778,22
533,"('곤드레밥(반공기)', '바지락국', '코다리찜')",775,27
534,"('곤드레밥(반공기)', '바지락국', '콩나물찜')",777,34
535,"('곤드레밥(반공기)', '바지락국', '훈제닭가슴살')",779,25
536,"('곤드레밥(반공기)', '바지락국', '계란프라이')",763,18
537,"('곤드레밥(반공기)', '바지락국', '계란찜')",762,34
538,"('곤드레밥(반공기)', '바지락국', '계란햄말이')",764,27
539,"('곤드레밥(반공기)', '바지락국', '쇠고기장조림')",770,27
540,"('곤드레밥(반공기)', '오징어국', '콩나물무침')",836,10
541,"('곤드레밥(반공기)', '오징어국', '고사리나물')",825,13
542,"('곤드레밥(반공기)', '오징어국', '버섯볶음')",829,22
543,"('곤드레밥(반공기)', '오징어국', '진미채볶음')",834,29
544,"('곤드레밥(반공기)', '오징어국', '낚지볶음')",828,34
545,"('곤드레밥(반공기)', '오징어국', '김치참치볶음')",827,13
546,"('곤드레밥(반공기)', '오징어국', '갈치구이')",820,34
547,"('곤드레밥(반공기)', '오징어국', '조기구이')",833,22
548,"('곤드레밥(반공기)', '오징어국', '잔멸치볶음')",832,16
549,"('곤드레밥(반공기)', '오징어국', '감자채볶음')",821,20
550,"('곤드레밥(반공기)', '오징어국', '애호박볶음')",831,21
551,"('곤드레밥(반공기)', '오징어국', '골뱅이무침')",826,25
552,"('곤드레밥(반공기)', '오징어국', '홍합무침')",838,24
553,"('곤드레밥(반공기)', '오징어국', '코다리찜')",835,29
554,"('곤드레밥(반공기)', '오징어국', '콩나물찜')",837,34
555,"('곤드레밥(반공기)', '오징어국', '훈제닭가슴살')",839,27
556,"('곤드레밥(반공기)', '오징어국', '계란프라이')",823,21
557,"('곤드레밥(반공기)', '오징어국', '계란찜')",822,35
558,"('곤드레밥(반공기)', '오징어국', '계란햄말이')",824,29
559,"('곤드레밥(반공기)', '오징어국', '쇠고기장조림')",830,28
560,"('곤드레밥(반공기)', '모시조개국', '콩나물무침')",756,4
561,"('곤드레밥(반공기)', '모시조개국', '고사리나물')",745,5
562,"('곤드레밥(반공기)', '모시조개국', '버섯볶음')",749,15
563,"('곤드레밥(반공기)', '모시조개국', '진미채볶음')",754,23
564,"('곤드레밥(반공기)', '모시조개국', '낚지볶음')",748,30
565,"('곤드레밥(반공기)', '모시조개국', '김치참치볶음')",747,5
566,"('곤드레밥(반공기)', '모시조개국', '갈치구이')",740,30
567,"('곤드레밥(반공기)', '모시조개국', '조기구이')",753,14
568,"('곤드레밥(반공기)', '모시조개국', '잔멸치볶음')",752,9
569,"('곤드레밥(반공기)', '모시조개국', '감자채볶음')",741,12
570,"('곤드레밥(반공기)', '모시조개국', '애호박볶음')",751,13
571,"('곤드레밥(반공기)', '모시조개국', '골뱅이무침')",746,17
572,"('곤드레밥(반공기)', '모시조개국', '홍합무침')",758,16
573,"('곤드레밥(반공기)', '모시조개국', '코다리찜')",755,23
574,"('곤드레밥(반공기)', '모시조개국', '콩나물찜')",757,31
575,"('곤드레밥(반공기)', '모시조개국', '훈제닭가슴살')",759,20
576,"('곤드레밥(반공기)', '모시조개국', '계란프라이')",743,13
577,"('곤드레밥(반공기)', '모시조개국', '계란찜')",742,31
578,"('곤드레밥(반공기)', '모시조개국', '계란햄말이')",744,23
579,"('곤드레밥(반공기)', '모시조개국', '쇠고기장조림')",750,21
580,"('곤드레밥(반공기)', '홍합우거지국', '콩나물무침')",876,5
581,"('곤드레밥(반공기)', '홍합우거지국', '고사리나물')",865,8
582,"('곤드레밥(반공기)', '홍합우거지국', '버섯볶음')",869,17
583,"('곤드레밥(반공기)', '홍합우거지국', '진미채볶음')",874,26
584,"('곤드레밥(반공기)', '홍합우거지국', '낚지볶음')",868,31
585,"('곤드레밥(반공기)', '홍합우거지국', '김치참치볶음')",867,8
586,"('곤드레밥(반공기)', '홍합우거지국', '갈치구이')",860,32
587,"('곤드레밥(반공기)', '홍합우거지국', '조기구이')",873,17
588,"('곤드레밥(반공기)', '홍합우거지국', '잔멸치볶음')",872,11
589,"('곤드레밥(반공기)', '홍합우거지국', '감자채볶음')",861,15
590,"('곤드레밥(반공기)', '홍합우거지국', '애호박볶음')",871,16
591,"('곤드레밥(반공기)', '홍합우거지국', '골뱅이무침')",866,20
592,"('곤드레밥(반공기)', '홍합우거지국', '홍합무침')",878,19
593,"('곤드레밥(반공기)', '홍합우거지국', '코다리찜')",875,25
594,"('곤드레밥(반공기)', '홍합우거지국', '콩나물찜')",877,32
595,"('곤드레밥(반공기)', '홍합우거지국', '훈제닭가슴살')",879,23
596,"('곤드레밥(반공기)', '홍합우거지국', '계란프라이')",863,16
597,"('곤드레밥(반공기)', '홍합우거지국', '계란찜')",862,33
598,"('곤드레밥(반공기)', '홍합우거지국', '계란햄말이')",864,25
599,"('곤드레밥(반공기)', '홍합우거지국', '쇠고기장조림')",870,24
600,"('곤드레밥(반공기)', '김치콩나물국', '콩나물무침')",736,4
601,"('곤드레밥(반공기)', '김치콩나물국', '고사리나물')",725,6
602,"('곤드레밥(반공기)', '김치콩나물국', '버섯볶음')",729,15
603,"('곤드레밥(반공기)', '김치콩나물국', '진미채볶음')",734,24
604,"('곤드레밥(반공기)', '김치콩나물국', '낚지볶음')",728,30
605,"('곤드레밥(반공기)', '김치콩나물국', '김치참치볶음')",727,6
606,"('곤드레밥(반공기)', '김치콩나물국', '갈치구이')",720,31
607,"('곤드레밥(반공기)', '김치콩나물국', '조기구이')",733,15
608,"('곤드레밥(반공기)', '김치콩나물국', '잔멸치볶음')",732,9
609,"('곤드레밥(반공기)', '김치콩나물국', '감자채볶음')",721,13
610,"('곤드레밥(반공기)', '김치콩나물국', '애호박볶음')",731,14
611,"('곤드레밥(반공기)', '김치콩나물국', '골뱅이무침')",726,18
612,"('곤드레밥(반공기)', '김치콩나물국', '홍합무침')",738,17
613,"('곤드레밥(반공기)', '김치콩나물국', '코다리찜')",735,23
614,"('곤드레밥(반공기)', '김치콩나물국', '콩나물찜')",737,31
615,"('곤드레밥(반공기)', '김치콩나물국', '훈제닭가슴살')",739,21
616,"('곤드레밥(반공기)', '김치콩나물국', '계란프라이')",723,14
617,"('곤드레밥(반공기)', '김치콩나물국', '계란찜')",722,32
618,"('곤드레밥(반공기)', '김치콩나물국', '계란햄말이')",724,23
619,"('곤드레밥(반공기)', '김치콩나물국', '쇠고기장조림')",730,22
620,"('곤드레밥(반공기)', '김치수제비국', '콩나물무침')",716,12
621,"('곤드레밥(반공기)', '김치수제비국', '고사리나물')",705,15
622,"('곤드레밥(반공기)', '김치수제비국', '버섯볶음')",709,24
623,"('곤드레밥(반공기)', '김치수제비국', '진미채볶음')",714,30
624,"('곤드레밥(반공기)', '김치수제비국', '낚지볶음')",708,34
625,"('곤드레밥(반공기)', '김치수제비국', '김치참치볶음')",707,15
626,"('곤드레밥(반공기)', '김치수제비국', '갈치구이')",700,35
627,"('곤드레밥(반공기)', '김치수제비국', '조기구이')",713,24
628,"('곤드레밥(반공기)', '김치수제비국', '잔멸치볶음')",712,18
629,"('곤드레밥(반공기)', '김치수제비국', '감자채볶음')",701,22
630,"('곤드레밥(반공기)', '김치수제비국', '애호박볶음')",711,23
631,"('곤드레밥(반공기)', '김치수제비국', '골뱅이무침')",706,27
632,"('곤드레밥(반공기)', '김치수제비국', '홍합무침')",718,26
633,"('곤드레밥(반공기)', '김치수제비국', '코다리찜')",715,30
634,"('곤드레밥(반공기)', '김치수제비국', '콩나물찜')",717,35
635,"('곤드레밥(반공기)', '김치수제비국', '훈제닭가슴살')",719,29
636,"('곤드레밥(반공기)', '김치수제비국', '계란프라이')",703,23
637,"('곤드레밥(반공기)', '김치수제비국', '계란찜')",702,35
638,"('곤드레밥(반공기)', '김치수제비국', '계란햄말이')",704,30
639,"('곤드레밥(반공기)', '김치수제비국', '쇠고기장조림')",710,29
640,"('곤드레밥(반공기)', '우거지국', '콩나물무침')",856,5
641,"('곤드레밥(반공기)', '우거지국', '고사리나물')",845,8
642,"('곤드레밥(반공기)', '우거지국', '버섯볶음')",849,17
643,"('곤드레밥(반공기)', '우거지국', '진미채볶음')",854,25
644,"('곤드레밥(반공기)', '우거지국', '낚지볶음')",848,31
645,"('곤드레밥(반공기)', '우거지국', '김치참치볶음')",847,8
646,"('곤드레밥(반공기)', '우거지국', '갈치구이')",840,32
647,"('곤드레밥(반공기)', '우거지국', '조기구이')",853,17
648,"('곤드레밥(반공기)', '우거지국', '잔멸치볶음')",852,11
649,"('곤드레밥(반공기)', '우거지국', '감자채볶음')",841,14
650,"('곤드레밥(반공기)', '우거지국', '애호박볶음')",851,16
651,"('곤드레밥(반공기)', '우거지국', '골뱅이무침')",846,19
652,"('곤드레밥(반공기)', '우거지국', '홍합무침')",858,19
653,"('곤드레밥(반공기)', '우거지국', '코다리찜')",855,25
654,"('곤드레밥(반공기)', '우거지국', '콩나물찜')",857,32
655,"('곤드레밥(반공기)', '우거지국', '훈제닭가슴살')",859,23
656,"('곤드레밥(반공기)', '우거지국', '계란프라이')",843,15
657,"('곤드레밥(반공기)', '우거지국', '계란찜')",842,33
658,"('곤드레밥(반공기)', '우거지국', '계란햄말이')",844,25
659,"('곤드레밥(반공기)', '우거지국', '쇠고기장조림')",850,24
660,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '콩나물무침')",1016,1
661,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '고사리나물')",1005,1
662,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '버섯볶음')",1009,4
663,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '진미채볶음')",1014,11
664,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '낚지볶음')",1008,21
665,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '김치참치볶음')",1007,1
666,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '갈치구이')",1000,22
667,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '조기구이')",1013,4
668,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '잔멸치볶음')",1012,2
669,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '감자채볶음')",1001,3
670,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '애호박볶음')",1011,3
671,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '골뱅이무침')",1006,5
672,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '홍합무침')",1018,5
673,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '코다리찜')",1015,11
674,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '콩나물찜')",1017,23
675,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '훈제닭가슴살')",1019,8
676,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '계란프라이')",1003,3
677,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '계란찜')",1002,23
678,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '계란햄말이')",1004,11
679,"('곤약밥(쌀5:곤약5)(반공기)', '쇠고기국', '쇠고기장조림')",1010,10
680,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '콩나물무침')",1036,1
681,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '고사리나물')",1025,1
682,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '버섯볶음')",1029,2
683,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '진미채볶음')",1034,6
684,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '낚지볶음')",1028,16
685,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '김치참치볶음')",1027,1
686,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '갈치구이')",1020,17
687,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '조기구이')",1033,2
688,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '잔멸치볶음')",1032,1
689,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '감자채볶음')",1021,1
690,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '애호박볶음')",1031,2
691,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '골뱅이무침')",1026,3
692,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '홍합무침')",1038,3
693,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '코다리찜')",1035,6
694,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '콩나물찜')",1037,18
695,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '훈제닭가슴살')",1039,4
696,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '계란프라이')",1023,2
697,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '계란찜')",1022,18
698,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '계란햄말이')",1024,6
699,"('곤약밥(쌀5:곤약5)(반공기)', '시래기국', '쇠고기장조림')",1030,5
700,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '콩나물무침')",896,1
701,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '고사리나물')",885,1
702,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '버섯볶음')",889,4
703,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '진미채볶음')",894,11
704,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '낚지볶음')",888,20
705,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '김치참치볶음')",887,1
706,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '갈치구이')",880,21
707,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '조기구이')",893,4
708,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '잔멸치볶음')",892,2
709,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '감자채볶음')",881,3
710,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '애호박볶음')",891,3
711,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '골뱅이무침')",886,5
712,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '홍합무침')",898,5
713,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '코다리찜')",895,10
714,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '콩나물찜')",897,22
715,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '훈제닭가슴살')",899,8
716,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '계란프라이')",883,3
717,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '계란찜')",882,23
718,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '계란햄말이')",884,10
719,"('곤약밥(쌀5:곤약5)(반공기)', '감자맑은국', '쇠고기장조림')",890,9
720,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '콩나물무침')",916,2
721,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '고사리나물')",905,3
722,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '버섯볶음')",909,9
723,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '진미채볶음')",914,18
724,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '낚지볶음')",908,27
725,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '김치참치볶음')",907,3
726,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '갈치구이')",900,28
727,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '조기구이')",913,9
728,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '잔멸치볶음')",912,4
729,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '감자채볶음')",901,7
730,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '애호박볶음')",911,8
731,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '골뱅이무침')",906,12
732,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '홍합무침')",918,11
733,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '코다리찜')",915,17
